ID,Chapter,Question,Type,Options,Answer,ClozeText,AnswerText,Analysis,Refrence
recuNmjdraWq5O,黄帝内经篇::一级,28. 《素问·经脉别论》中“上输于脾”的意思是，水饮之精向上转输在于脾。,判断题,对||错,A,,,在《素问·经脉别论》中，“上输于脾”描述了水饮之精通过脾的运化功能向上输布的过程。脾主运化，将水谷精微上输至肺，进而布散全身。题目所述符合原文含义，故答案为“对”。,《素问·经脉别论》云：“饮入于胃，游溢精气，上输于脾，脾气散精，上归于肺，通调水道，下输膀胱。”此处“上输于脾”即指水饮之精由脾运化转输的生理过程。
recuNmjdraZ2Iy,黄帝内经篇::一级,29. 《素问·经脉别论》在论述水饮输布代谢中直接谈到脾、肺、膀胱、肾。,判断题,对||错,B,,,《素问·经脉别论》中关于水饮输布的原文为“饮入于胃，游溢精气，上输于脾，脾气散精，上归于肺，通调水道，下输膀胱，水精四布，五经并行”。此处明确提到胃、脾、肺、膀胱，但未直接提及“肾”。题目中认为涉及“肾”属于错误，故答案选B。,饮入于胃，游溢精气，上输于脾，脾气散精，上归于肺，通调水道，下输膀胱，水精四布，五经并行。
recuNmjdra2lQP,黄帝内经篇::一级,"30. 《灵枢·大惑论》曰“精之窠为眼”,此句的经义是：五脏六腑的精气汇集于目，使眼睛各部分能发挥正常的生，理功能。",判断题,对||错,A,,,《灵枢·大惑论》中“精之窠为眼”指五脏六腑之精气汇聚于目，是眼能发挥正常生理功能的基础。此句强调脏腑精气与目的关联，符合中医理论中“目为宗脉所聚”的整体观，故答案为“对”。,《灵枢·大惑论》原文载：“五脏六腑之精气，皆上注于目而为之精。精之窠为眼，骨之精为瞳子，筋之精为黑眼，血之精为络，其窠气之精为白眼，肌肉之精为约束。”
recuNmjdrayRTe,黄帝内经篇::一级,31. 据《灵枢·决气》经义，“骨属屈伸不利，色夭，脑髓消，胫疫，耳数鸣”是液脱的表现。,判断题,对||错,A,,,《灵枢·决气》中将“液”与“津”的功能及脱失症状区分。液主濡养关节、补益脑髓，其脱失表现为骨骼关节屈伸不利（骨属屈伸不利）、面色枯槁（色夭）、脑髓不足（脑髓消）、小腿酸软（胫疫）、耳鸣（耳数鸣）等，符合题干描述，故答案为“对”。,《灵枢·决气》；“液脱者，骨属屈伸不利，色夭，脑髓消，胫痠，耳数鸣。”
recuNmjdraQqfn,黄帝内经篇::一级,32. 《灵枢·决气》认为周身一气，皆源于先天，并赖后天水谷不断充养。,判断题,对||错,A,,,《灵枢·决气》强调“六气”（精、气、津、液、血、脉）均由水谷精微化生，而非源于先天。原文明确指出“谷入气满”“液脱者……皆属于胃”等，说明气依赖后天水谷充养。题目中“源于先天”与经典原意相悖，故正确答案应为B（错）。但题目标注答案为A（对），可能存在争议或题干表述偏差。,《灵枢·决气》云：“谷入气满，淖泽注于骨……肠胃充郭，故胃缓，缓则气逆，故唾出。”又云：“液脱者，骨属屈伸不利，色夭，脑髓消，胫酸，耳数鸣；血脱者，色白，夭然不泽，其脉空虚。此其候也。”皆强调水谷为气、血、津液等生成之源。
recuNmjdraB1qd,黄帝内经篇::一级,"33. 据《灵枢·决气》精神，魂在生殖之精中就具有，且“常先身生”,故相对来说，魂属先天具有。",判断题,对||错,B,,,根据《灵枢·本神》，“随神往来者谓之魂”，魂依附于神而存在，而神是“两精相搏”后产生的。生殖之精属于“常先身生”的先天之精（《灵枢·决气》），但魂的形成需以神为前提，故魂并非直接存在于生殖之精中，题干混淆了“魂”与“精”的关系。,《灵枢·本神》曰：“故生之来谓之精，两精相搏谓之神，随神往来者谓之魂。”《灵枢·决气》曰：“两神相搏，合而成形，常先身生，是谓精。”
recuNmjdraN5U3,黄帝内经篇::一级,"34. 据《灵枢·决气》精神，魄和神同时产生，而“得神者生”,也即魄在新生命形成时形成，故相对来说，魄为后天形成。",判断题,对||错,B,,,根据《灵枢·本神》，“并精而出入者谓之魄”，说明魄与精相伴而生，属于先天禀赋，而非后天形成。题目中“魄为后天形成”的结论与经典原文相悖，故答案为错。,故生之来谓之精，两精相搏谓之神，随神往来者谓之魂，并精而出入者谓之魄。（《灵枢·本神》）
recuNmjdraktCg,黄帝内经篇::一级,"35. “因思而远慕谓之虑”,此句意为想的过多过远就会产生顾虑或疑虑。",判断题,对||错,B,,,题目中的“因思而远慕谓之虑”出自《黄帝内经·灵枢·本神》，原意是“在深入思考后进一步进行长远的谋划称为虑”，这里的“虑”指深谋远虑的思维过程，而非负面情绪中的“顾虑或疑虑”。题干将“虑”误解为负面情绪，故正确答案为B（错）。,《灵枢·本神》曰：“心有所忆谓之意，意之所存谓之志，因志而存变谓之思，因思而远慕谓之虑，因虑而处物谓之智。”
recuNmjdra9ZGM,黄帝内经篇::一级,36. 心主神明，那么《灵枢·本神》中的“本于神”即以心为本。,判断题,对||错,B,,,尽管“心主神明”在《素问·灵兰秘典论》中有明确记载，但《灵枢·本神》中的“本于神”并非单纯以心为本。该篇强调“神”的根源在于先天之精（“生之来谓之精”），且神的活动与五脏相关（如魂、魄、意、志等分属肝、肺、脾、肾）。因此，“本于神”指治疗需以整体神气状态为根本，而非仅以心为本。,《灵枢·本神》云：“凡刺之法，先必本于神。血、脉、营、气、精、神，此五脏之所藏也。”又言：“故生之来谓之精，两精相搏谓之神。”可见“神”源于先天之精，与五脏功能密切相关，而非独归于心。
recuNmjdraQ8Al,黄帝内经篇::一级,37. 《灵枢·本藏》所论之志意即《灵枢·本神》所论之意志。,判断题,对||错,B,,,《灵枢·本藏》中的“志意”与《灵枢·本神》中的“意志”虽均涉及精神活动，但内涵不同。《本神》明确将“意”“志”分述：“心有所忆谓之意，意之所存谓之志”，二者为递进关系；而《本藏》中的“志意”是合并概念，指整体调控情志、适应环境的能力，如“志意者，所以御精神……和喜怒者也”。故二者不可等同。,《灵枢·本神》：“心有所忆谓之意，意之所存谓之志。”《灵枢·本藏》：“志意者，所以御精神，收魂魄，适寒温，和喜怒者也。”
recuNmjdra1f1E,黄帝内经篇::一级,38. 《灵枢·本藏》认为经脉调和与血和的效应相同。,判断题,对||错,A,,,错。《灵枢·本藏》中指出“血和则经脉流行”，即血和是经脉调和的前提条件，但两者并非效应相同。血和主要关联经脉运行、筋骨强健等，而卫气和则与分肉、皮肤等功能相关。因此，经脉调和与血和的效应不同，题干表述错误。,血和则经脉流行，营复阴阳，筋骨劲强，关节清利矣；卫气和则分肉解利，皮肤调柔，腠理致密矣。
recuNmjdraFoZ2,黄帝内经篇::一级,39. 《素问·上古天真论》对于肾功能的描述，“肾者主水，受五脏六腑之精而藏之，故五脏和乃能泻。,判断题,对||错,B,,,题目中的描述将原文中的“五脏盛”误作“五脏和”，导致错误。正确应为“五脏盛”才能泄精，强调五脏精气充盛是肾泄精的前提，而“和”指调和，与原文逻辑不符。,肾者主水，受五藏六府之精而藏之，故五藏盛乃能写。（《素问·上古天真论》）
recuNmjdraZQhl,黄帝内经篇::一级,40. 《素问·灵兰秘典论》对于三焦功能的描述，“三焦者，决渎之官，津液出焉。”,判断题,对||错,B,,,《素问·灵兰秘典论》中三焦的原文描述为“决渎之官，水道出焉”，强调其疏通水道的功能。题目中将“水道”误作“津液”，与经典原文不符，故答案为错。,“三焦者，决渎之官，水道出焉。”（《素问·灵兰秘典论》）
recuNmjdra9nS0,黄帝内经篇::一级,41. 《素问·六节藏象论》对于藏象论述，“脾胃三焦膀胱者，仓禀之本，营之居也，名曰器，能化糟粕，转味而出人者也，其华在唇四白，其充在肌，其味甘，其色黄，此至阴之类，通于土气。”,判断题,对||错,B,,,题干所述内容存在错误。根据《素问·六节藏象论》原文，正确的描述应为“脾胃、大肠、小肠、三焦、膀胱”共同作为“仓廪之本”，而题干遗漏了“大肠、小肠”。此外，原文中“转味而入出者也”被误写为“转味而出人者”，语序有误。因此题干表述不准确。,脾、胃、大肠、小肠、三焦、膀胱者，仓廪之本，营之居也，名曰器，能化糟粕，转味而入出者也；其华在唇四白，其充在肌，其味甘，其色黄，此至阴之类，通于土气。
recuNmjdraK48m,黄帝内经篇::一级,42. 《素问·五脏别论》论述“五味入 口，藏于胃，以养五脏气，寸口亦太，阴也”。,判断题,对||错,B,,,题目中的论述将“寸口亦太阴也”归为《素问·五脏别论》的内容，但实际该句并非出自此篇。寸口为手太阴肺经之动脉的描述多见于《素问·经脉别论》或《灵枢·营卫生会》等篇。《素问·五脏别论》主要讨论五脏、六腑及奇恒之腑的功能区别，未涉及寸口与太阴的关联，故原题表述错误。,《素问·五脏别论》原文重点如：“脑、髓、骨、脉、胆、女子胞，此六者，地气之所生也，皆藏于阴而象于地，故藏而不泻，名曰奇恒之腑。” 而寸口属太阴之说见于《素问·经脉别论》等篇，非本篇内容。
recuNmjdrayqPs,黄帝内经篇::一级,43. 《素问·灵兰秘典论》认为小肠是传道之官。,判断题,对||错,B,,,《素问·灵兰秘典论》中以官职喻脏腑功能，其中“传道之官”对应的是大肠，而非小肠。小肠的职能为“受盛之官，化物出焉”，负责接受胃中腐熟的水谷并进一步消化吸收。因此题干表述错误。,“大肠者，传道之官，变化出焉”；“小肠者，受盛之官，化物出焉”（出自《素问·灵兰秘典论》）
recuNmjdraWP1Y,黄帝内经篇::一级,44. 《素问·六节藏象论》称之为“气之本”的脏是肾。,判断题,对||错,B,,,《素问·六节藏象论》明确指出“肺者，气之本”，而肾的功能是“封藏之本”。题干中将“气之本”归于肾，与原文不符，故正确答案为B（错）。,肺者，气之本，魄之处也，其华在毛，其充在皮……肾者主蛰，封藏之本，精之处也。（《素问·六节藏象论》）
