ID,主字段,章节,知识解析,知识拓展
recveFKWJubCVQ,"<div style=""text-align: center; font-size: 24px;""><b>泻心汤</b></div>",清热剂::清热解毒剂,"方歌::[[泻心大黄黄连芩]],[[泻火燥湿毒痞停]]。<br>[[火炽出血黄疸痞]],[[目肿舌疮疮疡清]]<br>###组成::[[「大黄」、黄连、黄芩]]<br>###主治::[[邪火内炽、迫血妄行]]所致之[[吐血、衄血，便秘，溲赤]]等；或湿热内蕴之黄疸，见胸痞烦热，舌苔黄腻；或积热上冲而致目赤且肿，口舌生疮；或外科疮疡，见有心胸烦热，大便干结等。或邪热壅滞心下，气机痞塞证。心下痞满，按之柔软(心下痞，按之濡)，心烦口渴，小便黄赤，大便不爽或秘结，或吐血衄血，舌红苔薄黄，脉数<br>###功用::[[泻火解毒，燥湿泄痞(泻火消痞)]]",用法::上三味，以水三升，煮取一升，顿服之
recveFKWJuNi53,"<div style=""text-align: center; font-size: 24px;""><b>五味消毒饮</b></div>",清热剂::清热解毒剂,"方歌::[[五味消毒疗诸疗]],[[银花野菊蒲公英]]。<br>[[紫花地丁天葵子]],[[煎加酒服效非轻]]。<br>[[清热解毒疗疮散]],[[火毒结聚疮粟疔]]<br>###组成::[[「金银花」、蒲公英、紫花地丁、野菊花、紫背天葵子(加无灰酒)]]<br>###主治::[[火毒结聚之疗疮]]。疮形如粟，坚硬根深，其状如钉，或有恶寒发热，以及痈疡疖肿，红肿热痛，舌红，苔黄，脉数<br>###功用::[[清热解毒，消散疗疮]]",用法::水二盅，煎八分，加无灰酒半盅，再滚二三沸时热服。渣，如法再煎服，被盖出汗为度<br>###特点::火毒疗疮常用方。疗无散法，本方治疗不宜加用发散之品
recveFKWJuyQVj,"<div style=""text-align: center; font-size: 24px;""><b>四妙勇安汤</b></div>",清热剂::清热解毒剂,"方歌::[[四妙勇安用当归]],[[玄参银花甘草栖]]。<br>[[清热解毒痛活血]],[[热毒脱疽此方魁]]<br>###组成::[[「金银花」、玄参、当归、生甘草]]<br>###主治::[[热毒炽盛之脱疽]]。患肢皮色黯红，微肿灼热，疼痛剧烈，久则溃烂腐臭，甚则趾节脱落，延及足背，烦热口渴，舌红脉数<br>###功用::[[清热解毒，活血止痛]]",用法::水煎服，一连十剂，永无后患，药味不可少，减则不效，并忌抓擦为要<br>###方解::<b>「君」：</b>金银花善清热解毒而治痈疽<br><b>「臣」：</b>玄参长于清热凉血，泻火解毒，并能散结软坚。与君药合用，既清气分之邪热，又解血分之热毒，则清热解毒之力尤著；当归养血活血，既可行气血、化瘀通脉而止痛，又合玄参养血滋阴而生新<br><b>「佐使」：</b>甘草生用，既清热解毒(既助金银花清热解毒，合当归、玄参养阴生津)，又调和诸药<br>###注意::本方服法独特，“水煎服，一连十剂，永无后患，药味不可少”，旨在示人服用本方一则要大剂连服，二则不可缺味。如此，方能获药精力宏之“妙”
recveFKWJuTSVm,"<div style=""text-align: center; font-size: 24px;""><b>牛蒡解肌汤</b></div>",清热剂::清热解毒剂,"方歌::[[牛蒡解肌翘丹栀]],[[夏枯荆薄石斛玄]]。<br>[[疏风清热又散肿]],[[牙痛颈毒皆可医]]<br>###组成::[[「牛蒡子」、连翘、薄荷、荆芥、夏枯草、山栀、丹皮、石斛、玄参]]<br>###主治::[[风邪热毒上攻之痛疮]]。颈项痰毒，风热牙痛，头面风热兼有表热证者；外痈局部红肿热痛，热重寒轻，汗少口渴，小便黄，苔白或黄，脉浮数<br>###功用::[[疏风清热，凉血消肿]]",用法::水煎服。<br>###方解::本方主要用于头面颈项疮疡。方中牛蒡子辛散风热，解毒消肿；薄荷、荆芥疏风散邪，以增强牛蒡子疏散风热之力，使邪从表解；连翘、夏枯草清热解毒，散结消痈；牡丹皮、山栀子、玄参清热泻火，凉血散血；玄参与石斛相配可滋阴清热。诸药合用，共奏疏风清热，凉血消肿之功。<br>###特点::清散合法，发越郁火，尤能散解肌表之邪，故名“解肌”(散中有清、清中有养)寓火郁发之:薄荷、荆芥、连翘
recveFKWJuSK9D,"<div style=""text-align: center; font-size: 24px;""><b>龙胆泻肝汤</b></div>",清热剂::清脏腑热剂,"方歌::[[龙胆泻肝栀茶柴]],[[生地车前泽泻偕]]。<br>[[木通甘草当归合]],[[肝火湿热力能排]]<br>###组成::[[龙胆草、黄芩、栀子、泽泻、木通、车前子、当归、生地、黄柴胡、生甘草]]<br>###主治::1.[[肝胆实火上炎]]证。头痛目赤，胁痛口苦(尿赤)，耳聋，耳肿，舌红苔黄，脉弦数有力<br>2.[[肝经湿热下注]]证。阴肿阴痒，筋痿阴汗，小便淋浊，或妇女带下黄臭，舌红苔黄腻，脉弦数有力或濡数<br>###功用::[[清泻肝胆实火，清利肝胆湿热]]",用法::水煎服，亦可制成丸剂，每服6∼9g，日二次，温开水送下<br>###加减::本方见于《医方集解》，而在《校注妇人良方》中本方少柴胡一味①肝胆实火较甚:去木通、车前子，加黄连；<br>②风火上炎，头痛眩晕，目赤易怒:加菊花、桑叶、夏枯草；<br>③湿盛热轻，去黄芩，生地，加滑石，薏苡仁；<br>④玉茎生疮，或阴囊红肿痛热，去柴胡，加大黄、金银花、连翘<br>###方解::<b>「君」：</b>龙胆草:①清泻肝胆实火；②清利肝胆湿热；③泻火除湿<br><b>「臣」：</b>黄芩、栀子:泻火解毒、燥湿清热，加强君药泻火除湿泽泻、木通、车前子:清热利湿，导邪下行<br><b>「佐」：</b>生地、当归:滋阴养血以顾肝体，使祛邪而不伤正(防苦燥渗利伤阴)柴胡:①舒畅肝胆之气；②引药入肝胆经柴胡与归地相配:养肝体而调肝用，符合肝体阴用阳之性<br><b>「使」：</b>甘草:①调和诸药；②护胃安中；③防苦寒败胃<br>###注意::本方不宜多服久服，脾胃虚弱者慎用<br>###特点::含火郁发之之意。肝胆实火与肝经湿热下注常用方
recveFKWJuPCOj,"<div style=""text-align: center; font-size: 24px;""><b>左金丸</b></div>",清热剂::清脏腑热剂,"方歌::[[左金黄连与吴萸]],[[胁痛吞酸悉能除]]。<br>[[清肝泻火降逆呕]],[[肝火犯胃此方摧]]。<br>[[再加芍药名戊己]],[[专治泻痢痛在脐]]<br>###组成::[[黄连、吴茱萸]]<br>###主治::[[肝火犯胃]]证。胁肋胀痛，嘈杂吞酸，呕吐口苦，脘痞嗳气，舌红苔黄，脉弦数<br>###功用::[[清泻肝火，降逆止呕]]",用法::上药为末，水丸或蒸饼为丸，白汤下五十丸<br>###加减::戊己丸:本方加白芍(兼见腹痛泄泻)。功用:疏肝理脾，清热和胃。主治:肝火横逆犯脾胃，肝脾胃不和证。症见胃痛吞酸，腹痛泄泻①胁肋痛甚:可加四逆散、川楝子、延胡索；<br>②吞酸重者:加乌贼骨、煅瓦楞子<br>###方解::<b>「君」：</b>黄连:①配吴茱萸清肝；②善清胃热；③善泻心火，有“实则泻其子”之意(清肝清胃清心)<br><b>「佐使」：</b>吴茱萸:疏肝解郁，和胃降逆。①助黄连和胃降逆止呕；②制约黄连苦寒(反佐)；③引黄连入肝经<br>###特点::又称回令丸，萸连丸。肝火犯胃，肝胃不和常用方。体现辛开苦降，寒热并治
recveFKWJuLuPn,"<div style=""text-align: center; font-size: 24px;""><b>泻白散</b></div>",清热剂::清脏腑热剂,"方歌::[[泻白桑皮地骨皮]],[[甘草粳米四般宜]]。<br>[[泻肺清热平咳喘]],[[肺热伏火喘咳需]]<br>###组成::[[桑白皮、地骨皮、炙甘草、粳米]]<br>###主治::[[肺热伏火之喘咳]]证。咳嗽，甚则气急欲喘，皮肤蒸热，日晡尤甚，舌红苔黄，脉细数<br>###功用::[[清泻肺热，止咳平喘]]",用法::上药锉散，入粳米一撮，水二小盏，煎七分，食前服<br>###加减::①肺经热甚:加黄芩知母；<br>②燥热咳嗽:加瓜蒌皮、川贝母；<br>③阴虚潮热，加鳖甲，青蒿，银柴胡；<br>④烦热口渴，加天花粉，芦根，麦冬；<br>⑤兼有表热，加银翘散<br>###方解::<b>「君」：</b>桑白皮:清肺热，泻肺气，平喘咳<br><b>「臣」：</b>地骨皮:助君清肺中伏火，并退虚热<br><b>「佐使」：</b>炙甘草、粳米:养胃和中，培土生金，兼调诸药<br>###特点::肺热伏火之喘咳证常用方。体现培土生金
recveFKWJuyf0h,"<div style=""text-align: center; font-size: 24px;""><b>清胃散</b></div>",清热剂::清脏腑热剂,"方歌::[[清胃散中升麻连]],[[当归生地丹皮全]]。<br>[[或加石膏清胃热]],[[凉血牙痛与牙宣]]<br>###组成::[[黄连、升麻、生地黄、牡丹皮、当归身]]<br>###主治::[[胃火上攻(牙痛)]]证。牙痛牵引头痛，面颊发热，其齿恶热喜冷，或牙宣出血，或牙龈肿痛溃烂，或唇舌颊腮肿痛，口气热臭，口干舌燥，舌红苔黄，脉滑大而数<br>###功用::[[清胃凉血]]",用法::上药为末，都作一服，水一盏半，煎至七分，去滓，放冷服之<br>###加减::《医方集解》载本方有石膏，其清胃之力更强①大便秘结:加大黄；<br>②胃热较甚，口渴饮冷:重用石膏，加玄参、天花粉；<br>③牙衄:加牛膝；<br>④口臭甚:加茵陈，藿香，白豆蔻<br>###方解::<b>「君」：</b>黄连:直泻胃中实火<br><b>「臣」：</b>升麻:①清热解毒；②轻清升散透发，可宣达郁遏之火，有“火郁发之”之意；③引经(使)黄连得升麻:降中寓升，泻火而不凉遏；升麻得黄连，散火而不升焰生地黄:凉血止血，滋阴生津；牡丹皮:凉血清热<br><b>「佐」：</b>当归:①养血活血；②合生地滋阴养血；③合丹皮消肿止痛<br><b>「使」：</b>升麻:引诸药入阳明经，兼为使药<br>###特点::胃火牙痛常用方。体现火郁发之
recveFKWJuC7wf,"<div style=""text-align: center; font-size: 24px;""><b>玉女煎</b></div>",清热剂::清脏腑热剂,"方歌::[[玉女煎用熟地黄]],[[膏知牛膝麦冬襄]]。<br>[[胃火阴虚相因病]],[[牙痛齿衄宜煎尝]]<br>###组成::[[生石膏、知母、熟地、麦冬、牛膝]]<br>###主治::[[胃热阴虚]]证。头痛，牙痛，或牙齿松动，牙龈出血，烦热干渴，舌红苔黄而干。脉浮洪滑大，重按无力。亦治消渴，消谷善饥等<br>###功用::[[清胃热，滋肾阴]]",用法::上药用水一盅半，煎七分，温服或冷服<br>###加减::①火盛而烦热明显:加山栀子、地骨皮；<br>②热伤津液，烦渴舌干:加沙参、石斛；<br>③热伤血络，齿衄出血多:去熟地黄，加生地黄、牡丹皮、墨旱莲；<br>④肾阴虚甚，腰膝酸软:重用熟地，加龟甲，女贞子<br>###方解::<b>「君」：</b>石膏:①清阳明胃热；②兼生津止渴<br><b>「臣」：</b>熟地黄:滋肾水之不足君臣相配:清火壮水，虚实兼顾<br><b>「佐」：</b>知母:①助石膏以清胃热止烦渴；②助熟地以滋肾阴麦冬:①清热养阴；②滋肺生津助熟地滋肾(寓金水相生之意)；③生津而润胃燥；④且可清心除烦<br><b>「佐使」：</b>牛膝:①导热下行；②兼补肝肾<br>###注意::大便溏泄者，不宜使用本方<br>###特点::胃热阴虚牙痛常用方。寓金水相生之意
recveFKWJuHGAF,"<div style=""text-align: center; font-size: 24px;""><b>芍药汤</b></div>",清热剂::清脏腑热剂,"方歌::[[芍药汤中槟大黄]],[[芩连归桂草木香]]。<br>[[清热燥湿调气血]],[[湿热痢疾自安康]]<br>###组成::[[黄连、黄芥、芍药、当归、槟榔、木香、炙甘草、大黄、官桂]]<br>###主治::[[湿热痢疾]]。腹痛，便脓血，赤白相兼，里急后重，肛门灼热，小便短赤，舌苔黄腻，脉滑数<br>###功用::[[清热燥湿，调气和血]]",用法::上药㕮咀，每服半两，水二盏，煎至一盏，食后温服<br>###加减::1.原方后注“如血痢，则渐加大黄；如汗后脏毒，加黄柏半两，依前服”；<br>②.香连丸。组成:黄连二十两(用茱萸十两同炒令赤，去茱萸不用)，木香四两八钱八分。用法:上为细末，醋糊为丸，如梧桐子大。每服二十丸，饭饮吞下。功用:清热燥湿，行气化滞。主治:湿热痢疾。症见下痢，赤白相兼，腹痛，里急后重。<br>③.黄芩汤。组成:黄芩三两，芍药二两，炙甘草二两，大枣十二枚。用法:上四味，以水一斗，煮取三升，去滓。温服一升，日再，夜一服。功用:清热止利，和中止痛。主治:热泻热痢。症见身热，口苦，腹痛下利，舌红苔黄，脉数。<br>④.如苔黄而干，热甚伤津者，可去肉桂，加乌梅，避温就凉；如苔腻脉滑，兼有食积，加山楂、神曲以消导；如热毒重者，加白头翁、银花以增强解毒之力；如痢下赤多白少，或纯下血痢，加丹皮、地榆凉血止血<br>###方解::<b>「君」：</b>黄连、黄芩:清热泻火、解毒燥湿，除病因<br><b>「臣」：</b>(重用)芍药:功擅“止下痢腹痛后重”，故重用以养血和营，缓急止痛当归助芍药:①养血活血，取“行血则便脓自愈”之意；②兼顾湿热伤肠络，耗伤阴血木香、槟榔:行气导滞，寓“调气则后重自除”之理。四药兼顾:调气和血<br><b>「佐」：</b>大黄:①泻热通便，以除肠中积滞；②合芩连增强清热燥湿；③合归芍增强活血行气体现“通因通用”之法肉桂:①防芩连苦寒伤中及冰伏湿热之邪；②助归芍行血和营；③防呕逆拒药<br><b>「佐使」：</b>甘草:①益胃和中；②调和诸药；③配芍药缓急止痛<br>###注意::痢疾初起有表证忌用<br>###特点::湿热痢疾常用方。体现调和气血，通因通用之法
recveFKWJuIMfj,"<div style=""text-align: center; font-size: 24px;""><b>白头翁汤</b></div>",清热剂::清脏腑热剂,"方歌::[[白头翁汤治热痢]],[[黄连黄柏与秦皮]]。<br>[[凉血止痢清热毒]],[[热毒痢疾功效奇]]<br>###组成::[[白头翁、黄连、黄柏、秦皮]]<br>###主治::[[热毒痢疾]]。腹痛，里急后重，肛门灼热，下痢脓血，赤多白少，渴欲饮水，舌红苔黄，脉弦数<br>###功用::[[清热解毒，凉血止痢]]",用法::上药四味，以水七升，煮取二升，去滓，温服一升。不愈，再服一升<br>###加减::妇人产后血虚热痢，心烦不眠，加甘草、阿胶(白头翁加甘草阿胶汤)①兼恶寒发热，表邪未解而里热炽盛:加葛根、金银花、连翘；<br>②腹痛里急明显:加木香、槟榔、白芍；<br>③夹食滞，腹痛拒按，苔厚腻:加枳实、山楂；<br>④血分热盛，见纯下赤痢，加丹皮，赤芍，地榆<br>###方解::<b>「君」：</b>白头翁:清热解毒，凉血止痢，治疗热毒血痢之要药<br><b>「臣」：</b>黄连:清热解毒，燥湿厚肠止痢(治痢要药)黄柏:清下焦湿热，助君清热解毒，燥湿止痢<br><b>「佐」：</b>秦皮:清热燥湿，收涩止痢<br>###特点::热毒血痢常用方
